institution,name,rank,area,degree,degree_year,school,start,annotation,listing
Univ of Wisconsin-Madison,"Seward, James K.",Assoc,ABDG,PHD,87,Wisconsin,,,
Univ of Wisconsin-Madison,"Attari, Mukarram",Asst,JKLV,PHD,97,Iowa,,,
Univ of Wisconsin-Madison,"Jackwerth, Jens C.",Asst,JLO,PHD,94,Goetting,,,
Univ of Wisconsin-Madison,"Odders-White, Elizabeth",Asst,MST,PHD,97,Nrthwstrn,,,
Univ of Wisconsin-Madison,"Ruckes, Martin E.",Asst,ADG,PHD,98,Mannheim,,,
Univ of Wisconsin-Madison,"Shi, Min",Asst,UVW,PHD,1,Harvard,,,
Univ of Wisconsin-Madison,"Ueda, Masako",Asst,ADG,PHD,97,Tokyo,,,
Univ of Wisconsin-Parkside,"Wafa, Marwan",Dean,OprR,DBA,86,Clemson,,,
Univ of Wisconsin-Parkside,"Baldwin, Dirk S.",C-Ac,Mis,PHD,89,Tx Tech,,,
Univ of Wisconsin-Parkside,"Wright, David J.",Prof,KMNS,PHD,79,Illinois,,,
Univ of Wisconsin-Superior,"Wallschlaeger, Michael",C-Pr,,PHD,,Wisconsin,,,
Univ of Wisconsin-Superior,"Higbee, William",Prof,,,,,,,
Wittenberg University,"Maurer, Wayne O.",C-Ac,Atg,MBA,74,Wright St,,,
Wittenberg University,"Stockstill, Lowell E.",Prof,,JD,82,Toledo,,,
Wright State University,"Farmer, Berkwood M.",Dean,Econ,PHD,70,N Car St,,,
Wright State University,"Bacon, Peter W.",C-Pr,,DBA,67,Indiana,,,
Wright State University,"Ainina, M. Fall",Prof,,PHD,86,Ariz St,,,
Wright State University,"Gressis, Nicholas",Prof,,PHD,75,Penn St,,,
Wright State University,"Sweeney, Robert J.",Prof,,PHD,85,S Carol,,,
Wright State University,"Ahmad, Khurshid",Assoc,#,PHD,70,Penn,,,
Wright State University,"Larsen, James E.",Assoc,&,PHD,87,Nebraska,,,
Wright State University,"Williams, Richard E.",Assoc,,PHD,75,Mich St,,Associate Dean,
Wright State University,"Akhbari, Marlena",Asst,,PHD,99,Cincinnati,,,
Wright State University,"Wood, William",Inst,,MS,81,Houston,,,
University of Wyoming,"Griffin, Kenyon",Dean,,,,,,,
University of Wyoming,"Phillips, Owen R.",C-Pr,Econ,PHD,80,Stanford,,,
University of Wyoming,"Shaffer, Sherrill L.",Prof,,PHD,81,Stanford,,,
University of Wyoming,"Sunderman, Mark A.",Assoc,&#YK,PHD,86,Illinois,,,
University of Wyoming,"Konstantinov, Vassil",Asst,,PHD,99,Harvard,,,
University of Wyoming,"Stamland, Tommy",Asst,J,PHD,93,Berkeley,,,
University of Wyoming,"Wonder, Nicholas X.",Inst,,ABD,,Berkeley,,,
Xavier Univ of Louisiana,"Labat, Deidre D.",Dean,Biol,PHD,76,LSU Med,,,1996-1997
Xavier Univ of Louisiana,"Wright, Clifford",C-Pr,Atg,MBA,,Loyl-NOr,,,1996-1997
Yale University,"Garten, Jeffrey E.",Dean,,PHD,80,J Hopkins,,,1998-1999
Yale University,"Ibbotson, Roger G.",Prof,EJM,PHD,74,Chicago,,,1998-1999
Yale University,"Ingersoll, Jonathan E. Jr.",Prof,JKLO,PHD,75,MIT,,,1998-1999
Yale University,"Romano, Roberta",Prof,A,JD,80,Yale,,,1998-1999
Yale University,"Schwartz, Alan",Prof,A,LLB,,Yale,,,1998-1999
Yale University,"Shubik, Martin",Prof,,PHD,53,Princeton,,,1998-1999
Yale University,"Goetzmann, William N.",Assoc,O&S,PHD,90,Yale,,,1998-1999
Yale University,"Rouwenhorst, K. Geert",Assoc,UJ,PHD,91,Rochester,,,1998-1999
Yale University,"Arturo, Bris",Asst,UPG,PHD,98,INSEAD,,,1998-1999
Yale University,"Jeffrey, Andrew M.",Asst,LN,PHD,97,NS Wales,,,1998-1999
Yale University,"Fabozzi, Frank J.",Adj,,PHD,72,Baruch,,,1998-1999
Yale University,"DeRosa, David",Adj,V,PHD,78,Chicago,,,1998-1999
Yale University,"Spiegel, Matthew I.",Prof,GNT,PHD,87,Princeton,,,1998-1999
Yeshiva University,"Snow, Charles J.",Dean,Atg,PHD,80,NYU,,,
Yeshiva University,"Krausz, Joshua",Prof,,PHD,79,Rensselaer,,Gershon & Merle Stern Chair in Banking & Finance,
York College of Pennsylvania,"Meisenhelter, Mary C.",C-As,Mgt,PHD,,Geo Wash,,,
York College of Pennsylvania,"Forjan, James M.",Asst,,PHD,93,North Tx,,,
York College of Pennsylvania,"Kline, Max E.",Asst,,MS,,Loyl-Chgo,,,
Youngstown State University,"Licata, Betty Jo",Dean,Mgt,PHD,82,Rensselaer,,,
Youngstown State University,"Woodlock, Peter D.",C-Pr,Atg,PHD,90,Ohio St,,,
Youngstown State University,"Chen, Haiyang",Prof,WXY,PHD,90,Kent St,,,
Youngstown State University,"Ross, Ray L.",Prof,#,PHD,73,Illinois,,,
Youngstown State University,"Volpe, Ronald P.",Prof,XY,PHD,75,Pittsburgh,,,
Youngstown State University,"Wolf, Fran",Assoc,F,PHD,93,Kent St,,,
Acadia University,"Churchill, John E.",Assoc,LOX,PHD,90,Strathcl,,,1998-1999
Acadia University,"Buist, Ernie",Lect,LOX,MBA,86,W Ontario,,,1998-1999
Acadia University,"Feltmate, Ian",Lect,FX,ABD,90,W Ontario,,,1998-1999
University of Alberta,"Talwar, Prem",C-Pr,Stat,PHD,74,Car Mellon,,,
University of Alberta,"Barone-Adesi, Giovanni",Prof,L,PHD,82,Chicago,,,
University of Alberta,"Beveridge, Stephen",Prof,M,PHD,75,Chicago,,,
University of Alberta,"Jobson, Dave",Prof,EF,PHD,72,Iowa St,,Associate Dean Administration,
University of Alberta,"Korkie, Bob",Prof,M,PHD,73,U Wash,,,
University of Alberta,"Mirus, Rolf",Prof,VW,PHD,73,Minnesota,,,
University of Alberta,"Morck, Randall",Prof,GUR,PHD,86,Harvard,,Jarislowsky Distinguished Professor of Finance,
University of Alberta,"Huson, Mark R.",Assoc,J,PHD,96,Rochester,,Alberta Stock Exchange Fellow,
University of Alberta,"Mehrotra, Vikas",Assoc,T,PHD,92,Oregon,,Alberta Stock Exchange Fellows,
University of Alberta,"Aguerrevere, Felipe",Asst,LJ,PHD,0,UCLA,,,
University of Alberta,"Chretien, Stephane",Asst,JQ,PHD,0,N Carol,,,
University of Alberta,"Cumming, Douglas",Asst,I,PHD,99,Toronto,,,
University of Alberta,"Kaul, Aditya",Asst,JN,PHD,98,Rochester,,Alberta Stock Exchange Fellow,
University of Alberta,"Kim, Jung-Wook",Asst,JR,PHD,1,Harvard,,,
University of Alberta,"Marosi, Andras",Asst,MQ,PHD,1,Tx-Austin,,,
University of Alberta,"Massoud, Nadia",Asst,JT,PHD,0,Queen's,,,
Athabasca University,"Newark, John",C-Ac,,PHD,,Toronto,,,1998-1999
Athabasca University,"Hupfer, Maureen",Assoc,,,,,,,1998-1999
Athabasca University,"Marsden, Richard",Assoc,,PHD,94,Warwick,,,1998-1999
Univ of British Columbia,"Muzyka, Daniel",Dean,Pol,PHD,89,Harvard,,,
Univ of British Columbia,"Levi, Maurice",C-Pr,,PHD,,Chicago,,,
Univ of British Columbia,"Giammarino, Ronald M.",Prof,,PHD,84,Queen's,,,
Univ of British Columbia,"Hamilton, Stanley",Prof,,PHD,,Berkeley,,,
Univ of British Columbia,"Heinkel, Robert",Prof,,PHD,,Berkeley,,,
Univ of British Columbia,"Kraus, Alan",Prof,,PHD,,Cornell,,,
Univ of British Columbia,"Donaldson, Glen",Assoc,,PHD,,Brown,,,
Univ of British Columbia,"Wang, Tan",Assoc,,PHD,,Toronto,,,
Univ of British Columbia,"Carlson, Murray",Asst,,PHD,98,Brit Colum,,,
Univ of British Columbia,"Chemla, Gilles",Asst,,PHD,,LondonEc,,,
Univ of British Columbia,"Fisher, Adlai",Asst,,PHD,,Yale,,,
Univ of British Columbia,"Li, Kai",Asst,,PHD,,Toronto,,,
Univ of British Columbia,"Freedman, Ruth J.",Lect,,PHD,91,Stanford,,,
Brock University,"Kusy, Martin I.",Dean,Mgt,PHD,78,Brit Colum,,,1998-1999
Brock University,"Felton, Sandra",C-Ac,Atg,PHD,80,SUNY-Buf,,,1998-1999
Brock University,"Hanrahan, J. Robert",Prof,CE,MBA,60,Harvard,,,1998-1999
Brock University,"Barnes, Thomas H.",Assoc,FKMN,PHD,81,Kentucky,,,1998-1999
Brock University,"Cyr, Don",Assoc,LTZ,PHD,92,Alberta,,,1998-1999
Brock University,"Welch, Robert L.",Assoc,DLO,PHD,89,SUNY-Buf,,,1998-1999
University of Calgary,"Saunders, David M.",Dean,Mgt,PHD,,W Ontario,,,2000-2001
University of Calgary,"Rohleder, Tom",C-Ac,Mgt,PHD,91,Minnesota,,,2000-2001
University of Calgary,"Chua, Jess H.",Prof,DKOM,PHD,76,Michigan,,,2000-2001
University of Calgary,"Mokkelbost, Per B.",Prof,PQUV,PHD,73,Minnesota,,,2000-2001
University of Calgary,"Nielson, Norma L.",Prof,,PHD,79,Penn,,,2000-2001
University of Calgary,"Sick, Gordon A.",Prof,CELO,PHD,81,Brit Colum,,,2000-2001
University of Calgary,"Chang, Philip C.",Assoc,CE,PHD,85,Illinois,,,2000-2001
University of Calgary,"Kleffner, A.",Assoc,,PHD,93,Penn,,,2000-2001
University of Calgary,"Nathan, Alli",Assoc,PQVW,PHD,90,Queens,,,2000-2001
University of Calgary,"Robinson, Michael J.",Assoc,GJMT,PHD,89,W Ontario,,,2000-2001
University of Calgary,"Kelly, M.",Asst,,PHD,98,Brit Colum,,,2000-2001
University of Calgary,"Wood, Larry",Inst,KXYZ,MBA,82,Calgary,,,2000-2001
Carleton University,"Kumar, Vinod",D-Pr,Mgt,PHD,84,Manitoba,,,
Carleton University,"Jog, Vijay M.",Prof,AGQH,PHD,83,McGill,,,
Carleton University,"Riding, Allan L.",Prof,ABNS,PHD,80,McGill,,,
Carleton University,"Lawson, William M.",Assoc,ADQT,PHD,74,York,,,
Carleton University,"Jackson, David",Asst,AJNT,MBA,90,Toronto,,,
Carleton University,"McIntyre, Michael",Asst,ALNO,PHD,98,Queens,,,
Concordia University,"Switzer, Lorne N.",C-Pr,JKLV,PHD,82,Penn,,,2000-2001
Concordia University,"Kryzanowski, Lawrence",Prof,JMSN,PHD,76,Brit Colum,,,2000-2001
Concordia University,"Brodt, Abraham I.",Assoc,KMPT,PHD,76,NYU,,,2000-2001
Concordia University,"Chung, Richard",Assoc,,PHD,92,Ohio St,,on sabbatical 1999-2000,2000-2001
Concordia University,"Hochstein, Alan P.",Assoc,,PHD,79,McGill,,,2000-2001
Concordia University,"Jain, Arvind K.",Assoc,AUVW,PHD,79,Michigan,,,2000-2001
Concordia University,"Lypny, Gregory J.",Assoc,LN,PHD,90,Toronto,,,2000-2001
Concordia University,"Shanker, Latha",Assoc,LPS,PHD,83,Florida,,,2000-2001
Concordia University,"Tirtiroglu, Dogan",Assoc,DKP&,PHD,91,Conn,,,2000-2001
Concordia University,"Betton, Sandra A.",Asst,BGJT,PHD,95,Brit Colum,,,2000-2001
Concordia University,"Bhabra, Harjeet",Asst,DGE,PHD,95,Missouri,,,2000-2001
Concordia University,"Pavlov, Andre",Asst,DO&,PHD,99,UCLA,,,2000-2001
Concordia University,"Soufani, Khalil",Asst,DI,PHD,99,Nottinghm,,,2000-2001
Ecole des Hautes Etudes Com,"Laroche, Pierre",D-Ac,LM,PHD,,Laval,,,2000-2001
Ecole des Hautes Etudes Com,"Dionne, Georges",Prof,N#,PHD,80,Montreal,,,2000-2001
Ecole des Hautes Etudes Com,"Mandron, Alix M.",Prof,ACDE,PHD,81,HEC-Mtl,,,2000-2001
Ecole des Hautes Etudes Com,"To, Minh Chau",Prof,ALN,PHD,84,Concord,,,2000-2001
Ecole des Hautes Etudes Com,"Ammara, Azzedine",Assoc,V,,,,,,2000-2001
Ecole des Hautes Etudes Com,"Bourgeois, Jacques C.",Assoc,M,DEC,,Aix-Prov,,,2000-2001
Ecole des Hautes Etudes Com,"Chaput, Denis",Assoc,PST,ABD,,Penn,,,2000-2001
Ecole des Hautes Etudes Com,"Frenois, Jean-Pierre",Assoc,CG,MBA,,HEC-Mont,,,2000-2001
Ecole des Hautes Etudes Com,"L'Her, Jean-Francois",Assoc,JTZ,PHD,92,Laval,,,2000-2001
Ecole des Hautes Etudes Com,"Lalancette, Simon",Assoc,HF,PHD,92,Concordia,,,2000-2001
Ecole des Hautes Etudes Com,"Langevin, Pierre",Assoc,FG,MSCE,,Montreal,,,2000-2001
Ecole des Hautes Etudes Com,"Roy, Jean",Assoc,MP,PHD,85,Penn,,,2000-2001
Ecole des Hautes Etudes Com,"Simonato, Jean-Guy",Assoc,FJ,PHD,94,McGill,,,2000-2001
Ecole des Hautes Etudes Com,"St-Cyr, Louise",Assoc,CF,MSC,,HEC-Mont,,,2000-2001
Ecole des Hautes Etudes Com,"St. Amour, Pascal",Assoc,,,,,,,2000-2001
Ecole des Hautes Etudes Com,"VanNorden, Simon",Assoc,,,,,,,2000-2001
Ecole des Hautes Etudes Com,"Boubakri, Narjess",Asst,CV,,,,,,2000-2001
Ecole des Hautes Etudes Com,"Boyer, Martin",Asst,F#,PHD,98,Penn,,,2000-2001
Lakehead University,"Dadgostar, Bahram",Dean,WK,PHD,77,Iowa St,,,1998-1999
Lakehead University,"Hartviksen, Ken R.",H-Ac,ABXY,MBA,,York,,,1998-1999
Lakehead University,"Valsan, Calin",Asst,OUVW,PHD,96,Va Tech,,,1998-1999
Laurentian University,"Schell, Bernedette",D-Pr,Mgt,PHD,77,Rensselaer,,,2000-2001
Laurentian University,"Assogbavi, Tov",Assoc,MQ,PHD,91,Laval,,,2000-2001
Laurentian University,"Zinger, J. T.",Assoc,BP,MBA,78,W Ontario,,,2000-2001
Laurentian University,"Wang, Z. J.",,,,,,,,2000-2001
Universite Laval,"Garnier, Bernard G.",Dean,Mgt,PHD,81,W Ontario,,,
Universite Laval,"Saint-Pierre, Jacques",C-Pr,GH,PHD,70,Louvain,,,
Universite Laval,"Charest, Guy",Prof,CDEF,PHD,78,Chicago,,,
Universite Laval,"Cosset, Jean-Claude",Prof,UVW,PHD,80,Columbia,,,
Universite Laval,"Gagnon, Jean-Marie",Prof,CMGS,PHD,70,Chicago,,,
Universite Laval,"Gendron, Michel",Prof,AN#,PHD,85,Brit Colum,,,
Universite Laval,"Khoury, Nabil T.",Prof,LMS,PHD,68,Indiana,,,
Universite Laval,"Moffet, Denis",Prof,FN#,PHD,78,NHH,,,
Universite Laval,"Beaulieu, Marie-Claude",Asst,JLTV,PHD,96,Kingston,,,
Universite Laval,"Bellemare, Guy",Asst,,PHD,94,Toronto,,,
Universite Laval,"Fischer, Klaus P.",Asst,ADTV,PHD,85,Tx A&M,,,
Universite Laval,"Lai, Van Son",Asst,FP,PHD,89,Georgia,,,
Universite Laval,"Savaria, Patrick",Asst,,PHD,,Brit Colum,,,
Universite Laval,"Bernier, Gilles",AsDn,AD#,PHD,84,Toronto,,,
University of Lethbridge,"Dastmalchian, Ali M.",Dean,,PHD,81,Cardiff,,,2000-2001
University of Lethbridge,"Gardner, Eldon J.",Assoc,P#,PHD,83,Toronto,,,2000-2001
University of Lethbridge,"Torabzadeh, Khalil M.",Assoc,G,DBA,84,Miss St,,,2000-2001
University of Lethbridge,"Koutoulas, George",Asst,LTW,PHD,93,Concordia,,,2000-2001
University of Lethbridge,"Park, Yun",Asst,ABG,PHD,97,Queensld,,,2000-2001
University of Manitoba,"Gray, Jerry L.",Dean,BusA,PHD,70,S Carol,,,
University of Manitoba,"Stangeland, David",H-Ac,ACGQ,PHD,94,Alberta,,,
University of Manitoba,"Gould, Lawrence I.",Prof,DENO,PHD,75,Toronto,,,
University of Manitoba,"McCallum, John S.",Prof,PQRT,PHD,73,Toronto,,,
University of Manitoba,"Mittoo, Usha R.",Prof,JVWO,PHD,88,Brit Colum,,,
University of Manitoba,"Abeysekera, Sarath P.",Assoc,JUVW,PHD,85,Tx A&M,,,
University of Manitoba,"Bhattacharyya, Nalinaksha",Asst,ADJO,PHD,0,Brit Colum,,,
University of Manitoba,"Jacoby, Gady",Asst,JKNT,PHD,99,York,,,
University of Manitoba,"Mossman, Charles",Asst,JOCM,PHD,92,W Ontario,,,
Mc Gill University,"Ross, Gerald",Dean,,PHD,77,W Ontario,,,
Mc Gill University,"Errunza, V.",C-Pr,UWX,PHD,74,Berkeley,,,
Mc Gill University,"Carrieri, F.",Asst,UWJY,PHD,98,USC,,,
Mc Gill University,"Christoffersen, P.",Asst,JLN,PHD,96,Penn,,,
Mc Gill University,"Christoffersen, S.",Asst,PQS,PHD,99,Penn,,,
Mc Gill University,"Croitoru, B.",Asst,JVW,PHD,0,Penn,,,
Mc Gill University,"DeMotta, Adolfo",Asst,ACDE,PHD,1,MIT,,,
Mc Gill University,"Ericsson, Jan",Asst,DQ,PHD,97,Stockholm,,,
Mc Gill University,"Jacobs, Kris",Asst,JLO,PHD,95,Pittsburgh,,,
Mc Gill University,"Leisen, D.",Asst,EJMN,PHD,98,Bonn,,,
Mc Gill University,"Rivera-Batiz, L.",Asst,UWX,PHD,92,Chicago,,,
Mc Gill University,"Ruiz, P.",Asst,JNVW,PHD,1,HEC-Paris,,,
Mc Gill University,"Sarkissian, S.",Asst,JUV,PHD,99,U Wash,,,
McMaster University,"Baba, Viswanath",Dean,Mgt,PHD,76,Brit Colum,,,1998-1999
McMaster University,"Mountain, Dean C.",C-Pr,PR,PHD,79,W Ontario,,,1998-1999
McMaster University,"Chamberlain, Trevor W.",Prof,DELM,PHD,86,Toronto,,,1998-1999
McMaster University,"Chan, M. W. Luke",Prof,FPX,PHD,78,McMaster,,,1998-1999
McMaster University,"Cheung, C. Sherman",Prof,MV,PHD,81,Illinois,,,1998-1999
McMaster University,"Krinsky, Itzhak",Prof,FOPT,PHD,83,McMaster,,,1998-1999
McMaster University,"Kwan, Clarence C. Y.",Prof,JMV,PHD,79,Toronto,,,1998-1999
McMaster University,"Thomas, Hugh A.",Assoc,PQVW,PHD,91,NYU,,,1998-1999
Memorial U of Newfoundland,"Blake, R. William",Dean,Mgt,PHD,77,W Ontario,,,
Memorial U of Newfoundland,"Faseruk, Alexander J.",Prof,MNOZ,PHD,89,Kentucky,,,
Memorial U of Newfoundland,"Palasvirta, Asmo P.",Assoc,VNW,PHD,85,Utah,,,
Memorial U of Newfoundland,"Bauer, Larry",Asst,,PHD,98,Alberta,,,
Mount Allison University,"Ralph, Neville W.",H-Ac,Atg,MBA,72,McMaster,,,
Mount Allison University,"Berry, Paul",Assoc,,ABD,,McGill,,,
Mount Allison University,"Farooqi, Nauman",Assoc,,PHD,93,St Louis,,,
Mount Allison University,"Hudson, Richard",Assoc,,PHD,84,Ottawa,,,
Mount Saint Vincent Univ,"Kelleher Q.C., Ned",C-Ac,Mgt,LLB,66,Dalhousie,,,
Mount Saint Vincent Univ,"Stebbins, Malcolm W.",Assoc,,PHD,81,Mich St,,,
Mount Saint Vincent Univ,"Thompson, Anne",Asst,,MBA,82,Dalhousie,,,
University of New Brunswick,"Coleman, Daniel F.",Dean,Mgt,PHD,,SUNY-Buf,,,
University of New Brunswick,"Lim, William",C-As,,PHD,96,Car Mellon,,,
University of New Brunswick,"Mitra, Devashis",Prof,,PHD,91,Mass,,,
University of New Brunswick,"Rashid, Muhammad",Prof,,PHD,78,Queen's,,,
University of New Brunswick,"Srinivasan, Gopalan",Prof,,PHD,80,IIM-Indi,,,
University of New Brunswick,"Otuteye, Eben",Assoc,,PHD,90,Queen's,,,
University of Ottawa,"Kelly, Michael",Dean,,PHD,86,Carleton,,,1994-1995
University of Ottawa,"Adjaoud, Fodil",C-Ac,OAFU,PHD,82,Laval,,,1994-1995
University of Ottawa,"Calvet, A. Louis",Prof,GJND,PHD,80,MIT,,,1994-1995
University of Ottawa,"Gandhi, Devinder K.",Prof,NUW&,PHD,76,Penn,,,1994-1995
University of Ottawa,"Perrakis, Stylianos",Prof,DLMN,PHD,70,Berkeley,,,1994-1995
University of Ottawa,"Kahl, Alfred L.",Assoc,FIMU,PHD,69,Florida,,,1994-1995
University of Ottawa,"Rentz, William F.",Assoc,CLMY,PHD,71,Rochester,,,1994-1995
University of Ottawa,"Ryan, Peter J.",Assoc,DLO,PHD,72,Stanford,,,1994-1995
University of Ottawa,"Masson, Jean L.",Asst,TNE,PHD,89,Rochester,,,1994-1995
Queen's University,"Johnson, Lewis D.",Dean$,GKM,PHD,85,Toronto,,,
Queen's University,"Morgan, I. G.",Prof,JL,PHD,74,Chicago,,,
Queen's University,"Neave, Edwin H.",Prof,PL,PHD,68,Berkeley,,,
Queen's University,"Cannon, William T.",Assoc,EGPQ,PHD,76,Harvard,,,
Queen's University,"Davis, Alfred H. R.",Assoc,DE,PHD,85,Penn St,,,
Queen's University,"Gagnon, Louis",Assoc,GLM,PHD,90,Toronto,,,
Queen's University,"Wulin, Suo",Asst,,PHD,0,Toronto,,,
University of Regina,"Garven, Garnet",Dean,,MBA,80,Saskatch,,,1998-1999
University of Regina,"Feils, Dorothee",Asst,,PHD,93,S Carol,,,1998-1999
University of Regina,"Longley, Neil",Asst,,PHD,94,Wash St,,,1998-1999
St. Francis Xavier Univ,"Hynes, Timothy",C-Ac,,PHD,99,Calgary,,,
St. Francis Xavier Univ,"Gallant, Leo T.",Prof,F,MBA,71,Queens,,,
St. Francis Xavier Univ,"Madden, Robert F.",Prof,Atg,MBA,71,Queen's,,,
St. Francis Xavier Univ,"Cormier, Willie",Asst,,MBA,81,Dalhousie,,,
St. Francis Xavier Univ,"Oxner, Mary",Asst,,PHD,2,Alberta,,,
Saint Mary's University,"Boabang, Francis",C-Ac,,PHD,86,Simon Fr,,,1998-1999
Saint Mary's University,"Dodds, Colin J.",Prof,,,,,,,1998-1999
Saint Mary's University,"Moh'd, Mahmoud A.",Assoc,ADFG,PHD,91,Arkansas,,,1998-1999
Saint Mary's University,"Cleary, W. Sean",Asst,BDJU,PHD,98,Toronto,,,1998-1999
Saint Mary's University,"MacKinnon, Gregory",Asst,GJM,PHD,96,Alberta,,,1998-1999
Univ of Saskatchewan,"Pearson, V. Lynne",Dean,,MA,71,Alberta,,,2000-2001
Univ of Saskatchewan,"Tannous, George F.",H-Ac,PVHL,PHD,88,Rhode Isl,,,2000-2001
Univ of Saskatchewan,"Domian, Dale L.",Prof,MNXS,PHD,87,Minnesota,,,2000-2001
Univ of Saskatchewan,"Lee, Moon H.",Prof,JLDW,PHD,74,Chicago,,,2000-2001
Univ of Saskatchewan,"Mathew, Prem",Assoc,TVZW,PHD,99,Missouri,,,2000-2001
Univ of Saskatchewan,"Chehab, Adham",Asst,,PHD,,N Orleans,,,2000-2001
Univ of Saskatchewan,"McGrath, Ron",Lect,,MBA,71,Saskatch,,,2000-2001
Simon Fraser University,"Love, C. Ernest",Dean,Mgt,PHD,75,London,,,1996-1997
Simon Fraser University,"Blazenko, George W.",C-Ac,,PHD,85,Brit Colum,,,1996-1997
Simon Fraser University,"Bick, Avi",Prof,,PHD,83,Berkeley,,,1996-1997
Simon Fraser University,"Grauer, Robert R.",Prof,,PHD,75,Berkeley,,,1996-1997
Simon Fraser University,"Herzog, John P.",Prof,,PHD,62,Berkeley,,,1996-1997
Simon Fraser University,"Heaney, John",Assoc,,PHD,,,,,1996-1997
Simon Fraser University,"Poitras, Geoffrey",Assoc,,PHD,,,,,1996-1997
Simon Fraser University,"Vandizande, Kirk",Asst,,PHD,,,,,1996-1997
University of Toronto,"Martin, Roger",Dean,Mgt,MBA,81,Harvard,,,
University of Toronto,"Booth, Laurence D.",C-Pr,DEOU,PHD,78,Indiana,,,
University of Toronto,"Aivazian, Varouj A.",Prof,ABDM,PHD,75,Ohio St,,,
University of Toronto,"Berkowitz, Michael",Prof,ABDM,PHD,76,SUNY-Buf,,,
University of Toronto,"Gordon, Myron J.",Prof,ADEN,PHD,52,Harvard,,,
University of Toronto,"Halpern, Paul J.",Prof,BEG,PHD,72,Chicago,,,
University of Toronto,"Hull, John C.",Prof,LFOP,PHD,76,Cranfield,,,
University of Toronto,"McCurdy, Tom",Prof,KMV,PHD,82,LondonEc,,,
University of Toronto,"White, Alan",Prof,KLM,PHD,83,Toronto,,,
University of Toronto,"Winter, Ralph A.",Prof,ABD,PHD,79,Berkeley,,,
University of Toronto,"Brean, Donald",Assoc,EUVW,PHD,79,Toronto,,,
University of Toronto,"Kan, Raymond M. P.",Assoc,JKNO,PHD,94,Chicago,,,
University of Toronto,"Wei, Jason Z.",Assoc,JKL,PHD,93,Toronto,,,
University of Toronto,"Kramer, Lisa",Asst,SMO,PHD,98,Brit Colum,,,
University of Toronto,"McKay, Alexandra",Asst,JKLO,PHD,97,York,,,
University of Toronto,"Novli, Oyvind",Asst,ABDG,PHD,99,Norweigia,,,
University of Toronto,"Rindisbacher, Marcel",Asst,,PHD,99,Montreal,,,
University of Toronto,"Wang, Kevin",Asst,JLMO,PHD,98,Chicago,,,
University of Waterloo,"Lemon, W. Morley",D-Pr,Atg,PHD,75,Tx-Austin,,PricewaterhouseCoopers Professor of Auditing,
University of Waterloo,"Boyle, Phelim P.",Prof,JKLM,PHD,71,Trinity,,J. Page R. Wadsworth Chair in Finance,
University of Waterloo,"Vetzal, Ken",Assoc,JKLM,PHD,92,Toronto,,,
University of Waterloo,"Sivakumar, Ranjini",Asst,AGJ,PHD,98,Alberta,,,
Univ of Western Ontario,"Tapp, Larry G.",Dean,Mgt,MBA,,,,,2000-2001
Univ of Western Ontario,"White, Robert W.",C-Pr,TY,PHD,72,MIT,,,2000-2001
Univ of Western Ontario,"Hatch, James E.",Prof,P,PHD,72,Michigan,,,2000-2001
Univ of Western Ontario,"Kalymon, Basil A.",Prof,EHV,PHD,70,Yale,,,2000-2001
Univ of Western Ontario,"Wynant, Larry",Prof,PH,DBA,77,Harvard,,,2000-2001
Univ of Western Ontario,"Bishop, Paul M.",Assoc,UV,DBA,72,Harvard,,,2000-2001
Univ of Western Ontario,"Dunbar, Craig G.",Assoc,QN,PHD,92,Rochester,,,2000-2001
Univ of Western Ontario,"Foerster, Stephen R.",Assoc,JUV,PHD,87,Penn,,,2000-2001
